DOKLAD_ROK;DOKLAD_DATUM;DOKLAD_AGENDA;DOKLAD_CISLO;ORJ;PARAGRAF;POLOZKA;SUBJEKT_IC;SUBJEKT_NAZEV;CASTKA;POZNAMKA
2016;13.1.2016;UCT;310056;2030;6171;5011;;Neurčeno;-936472;
2016;13.1.2016;UCT;310056;2030;6171;5424;;Neurčeno;-680;
2016;13.1.2016;UCT;310056;2030;6171;5032;;Neurčeno;-84284;
2016;13.1.2016;UCT;310056;2030;6171;5031;;Neurčeno;-234124;
2016;14.1.2016;UCT;310062;2030;6171;5011;;Neurčeno;-684260;
2016;20.1.2016;UCT;310166;2800;4351;5161;;Neurčeno;24;
2016;18.1.2016;UCT;310195;2030;6171;5011;;Neurčeno;-427889;
2016;18.1.2016;UCT;310196;2030;6171;5011;;Neurčeno;-1378428;
2016;29.1.2016;UCT;310228;2030;6171;5011;;Neurčeno;-834745;
2016;25.1.2016;UCT;310235;2800;4351;5161;;Neurčeno;68;
2016;25.1.2016;UCT;310263;2400;6171;5169;;Neurčeno;-152;
2016;25.1.2016;UCT;310272;2400;6171;5161;;Neurčeno;-2157;
2016;20.1.2016;UCT;310273;2400;6171;5172;;Neurčeno;-16093;
2016;20.1.2016;UCT;320127;2500;6171;5182;;Neurčeno;-115266;
2016;26.1.2016;UCT;320176;2500;6171;5182;;Neurčeno;-100622;
2016;26.1.2016;UCT;320176;2500;6171;5182;;Neurčeno;100622;
2016;26.1.2016;UCT;320176;2500;6171;5182;;Neurčeno;-100622;
2016;27.1.2016;UCT;320185;2500;6171;5182;;Neurčeno;-165133;
2016;27.1.2016;UCT;320185;2500;6171;5182;;Neurčeno;165133;
2016;27.1.2016;UCT;320185;2500;6171;5182;;Neurčeno;-165133;
2016;29.1.2016;UCT;320210;2500;6171;5182;;Neurčeno;-111207;
2016;29.1.2016;UCT;320210;2500;6171;5182;;Neurčeno;111207;
2016;29.1.2016;UCT;320210;2500;6171;5182;;Neurčeno;-111207;
2016;13.1.2016;UCT;320212;2500;6171;5182;;Neurčeno;-139303;
2016;13.1.2016;UCT;320212;2500;6171;5182;;Neurčeno;139303;
2016;13.1.2016;UCT;320212;2500;6171;5182;;Neurčeno;-139303;
2016;31.1.2016;UCT;720551;3400;6171;5169;;Neurčeno;131814;
2016;24.2.2016;UCT;310286;2800;4351;5161;;Neurčeno;24;
2016;15.2.2016;UCT;310305;2500;6330;5345;;Neurčeno;-20000000;
2016;15.2.2016;UCT;310310;2030;3612;5011;;Neurčeno;-917369;
2016;15.2.2016;UCT;310310;2030;3612;5424;;Neurčeno;-1041;
2016;15.2.2016;UCT;310310;2030;3612;5032;;Neurčeno;-82568;
2016;15.2.2016;UCT;310310;2030;3612;5031;;Neurčeno;-229351;
2016;17.2.2016;UCT;310342;2030;6171;5011;;Neurčeno;-420472;
2016;16.2.2016;UCT;310343;2030;6171;5011;;Neurčeno;-684341;
2016;18.2.2016;UCT;310344;2030;6171;5011;;Neurčeno;-1067321;
2016;22.2.2016;UCT;320150;2500;6171;5182;;Neurčeno;-138014;
2016;24.2.2016;UCT;320167;2500;6171;5182;;Neurčeno;-126379;
2016;25.2.2016;UCT;320177;2500;6171;5182;;Neurčeno;-124506;
2016;25.2.2016;UCT;320178;2500;6310;5163;;Neurčeno;25;
2016;26.2.2016;UCT;320185;2500;6171;5182;;Neurčeno;-100638;
2016;26.2.2016;UCT;320186;2500;6310;5163;;Neurčeno;25;
2016;29.2.2016;UCT;320207;2500;6171;5182;;Neurčeno;-442974;
2016;29.2.2016;UCT;320208;2500;6310;5163;;Neurčeno;25;
2016;26.2.2016;UCT;320211;2500;6330;5345;;Neurčeno;19000000;
2016;23.2.2016;UCT;310350;2400;6171;5161;;Neurčeno;-2065.7;
2016;3.2.2016;UCT;310351;2500;6399;5362;;Neurčeno;-397124;
2016;8.2.2016;UCT;310353;2500;6409;5909;;Neurčeno;-281450.7;
2016;1.2.2016;UCT;320014;2500;6330;5345;;Neurčeno;2238.64;
2016;8.2.2016;UCT;320051;2500;6171;5182;;Neurčeno;-117218;
2016;8.2.2016;UCT;320051;2500;6171;5182;;Neurčeno;117218;
2016;8.2.2016;UCT;320051;2500;6171;5182;;Neurčeno;-117218;
2016;11.2.2016;UCT;320080;2500;6171;5182;;Neurčeno;-117410;
2016;28.2.2016;UCT;930006;2500;6171;5182;;Neurčeno;1798670;
2016;28.2.2016;UCT;930008;3400;6171;5169;;Neurčeno;-131814;
2016;28.2.2016;UCT;970001;2400;6171;5162;;Neurčeno;-2420;
2016;28.2.2016;UCT;970001;2800;4351;5162;;Neurčeno;2420;
2016;28.2.2016;UCT;970001;3500;6171;5156;;Neurčeno;-6512;
2016;28.2.2016;UCT;970001;2800;4324;5156;;Neurčeno;6512;
2016;28.2.2016;UCT;970001;2400;6171;5162;;Neurčeno;-2895.85;
2016;28.2.2016;UCT;970001;2800;4351;5162;;Neurčeno;2895.85;
2016;28.2.2016;UCT;970001;2400;6171;5169;;Neurčeno;-250;
2016;28.2.2016;UCT;970001;2000;6171;5166;;Neurčeno;250;
2016;28.2.2016;UCT;970001;2400;6171;5162;;Neurčeno;-2420;
2016;28.2.2016;UCT;970001;2800;4351;5162;;Neurčeno;2420;
2016;28.2.2016;UCT;970001;2400;6171;5162;;Neurčeno;-3730.77;
2016;28.2.2016;UCT;970001;2800;4351;5162;;Neurčeno;3730.77;
2016;28.2.2016;UCT;970001;2400;6171;5161;;Neurčeno;-1546.9;
2016;28.2.2016;UCT;970001;2800;4324;5161;;Neurčeno;1546.9;
2016;28.2.2016;UCT;970001;2400;6171;5162;;Neurčeno;-2849.58;
2016;28.2.2016;UCT;970001;2800;4324;5162;;Neurčeno;2849.58;
2016;24.2.2016;UCT;970002;2400;6171;5161;;Neurčeno;-2558;
2016;24.2.2016;UCT;970002;2800;4324;5161;;Neurčeno;2558;
2016;24.2.2016;UCT;970002;2400;6171;5162;;Neurčeno;-3420.08;
2016;24.2.2016;UCT;970002;2800;4324;5162;;Neurčeno;3420.08;
2016;24.2.2016;UCT;970002;3500;6171;5156;;Neurčeno;-3675;
2016;24.2.2016;UCT;970002;2800;4324;5156;;Neurčeno;3675;
2016;26.2.2016;UCT;970003;2400;6171;5162;;Neurčeno;-9788;
2016;26.2.2016;UCT;970003; ;6171;5011;;Neurčeno;9788;
2016;16.3.2016;UCT;310235;2030;6171;5011;;Neurčeno;-1074569;
2016;16.3.2016;UCT;310237;2030;6171;5011;;Neurčeno;-947631;
2016;16.3.2016;UCT;310237;2030;6171;5024;;Neurčeno;-2602;
2016;16.3.2016;UCT;310237;2030;6171;5032;;Neurčeno;-85293;
2016;16.3.2016;UCT;310237;2030;6171;5031;;Neurčeno;-236916;
2016;14.3.2016;UCT;310232;2030;6171;5011;;Neurčeno;-437660;
2016;15.3.2016;UCT;310362;2030;6171;5011;;Neurčeno;-698374;
2016;2.3.2016;UCT;310363;2030;6171;5011;;Neurčeno;-839743;
2016;15.3.2016;UCT;310364;2500;6330;5348;;Neurčeno;720429;
2016;1.3.2016;UCT;320031;2500;6330;5345;;Neurčeno;1542.94;
2016;15.3.2016;UCT;320103;2500;6310;5163;;Neurčeno;25;
2016;16.3.2016;UCT;320116;2500;6310;5163;;Neurčeno;25;
2016;23.3.2016;UCT;320161;2500;6310;5163;;Neurčeno;25;
2016;21.3.2016;UCT;320213;2500;6310;5163;;Neurčeno;25;
2016;21.3.2016;UCT;320214;2500;6310;5163;;Neurčeno;25;
2016;31.3.2016;UCT;320230;2500;6310;5163;;Neurčeno;25;
2016;30.3.2016;UCT;930006; ;6171;5011;;Neurčeno;-9788;
2016;30.3.2016;UCT;930006;2030;6171;5011;;Neurčeno;9788;
2016;30.3.2016;UCT;930008;2800;4356;5152;;Neurčeno;29515;
2016;30.3.2016;UCT;930008;3100;3745;5151;;Neurčeno;4966;
2016;30.3.2016;UCT;930008;3100;3745;5151;;Neurčeno;-4966;
2016;30.3.2016;UCT;930008;2030;3612;5011;;Neurčeno;917369;
2016;30.3.2016;UCT;930008;2030;3612;5424;;Neurčeno;1041;
2016;30.3.2016;UCT;930008;2030;3612;5032;;Neurčeno;82568;
2016;30.3.2016;UCT;930008;2030;3612;5031;;Neurčeno;229351;
2016;30.3.2016;UCT;930008;2030;6171;5011;;Neurčeno;-917369;
2016;30.3.2016;UCT;930008;2030;6171;5424;;Neurčeno;-1041;
2016;30.3.2016;UCT;930008;2030;6171;5032;;Neurčeno;-82568;
2016;30.3.2016;UCT;930008;2030;6171;5031;;Neurčeno;-229351;
2016;30.3.2016;UCT;930008;2030;6171;5024;;Neurčeno;2602;
2016;30.3.2016;UCT;930008;2030;6171;5424;;Neurčeno;-2602;
2016;30.3.2016;UCT;930008;2800;4351;5154;;Neurčeno;7290;
2016;30.3.2016;UCT;930008;2800;4351;5154;;Neurčeno;3617;
2016;11.3.2016;UCT;970001;2400;6171;5162;;Neurčeno;-11440;
2016;11.3.2016;UCT;970001;2030;6171;5011;;Neurčeno;11440;
2016;14.3.2016;UCT;970003;3500;6171;5169;;Neurčeno;-2420;
2016;14.3.2016;UCT;970003;3500;6171;5171;;Neurčeno;-1513;
2016;14.3.2016;UCT;970003;2800;4351;5169;;Neurčeno;2420;
2016;14.3.2016;UCT;970003;2800;4351;5171;;Neurčeno;1513;
2016;30.3.2016;UCT;970004;2400;6171;5162;;Neurčeno;-2420;
2016;30.3.2016;UCT;970004;2800;4351;5162;;Neurčeno;2420;
2016;30.3.2016;UCT;970004;2400;6171;5162;;Neurčeno;-3133.69;
2016;30.3.2016;UCT;970004;2800;4351;5162;;Neurčeno;3133.69;
2016;30.3.2016;UCT;970004;3500;6171;5156;;Neurčeno;-5558;
2016;30.3.2016;UCT;970004;2800;4324;5156;;Neurčeno;5558;
2016;30.3.2016;UCT;970005;2030;6171;5011;;Neurčeno;-8600;
2016;30.3.2016;UCT;970005;3400;6171;5499;;Neurčeno;8600;
2016;30.3.2016;UCT;970005;3100;3745;5154;;Neurčeno;40570;
2016;30.3.2016;UCT;970005;2400;6171;5162;;Neurčeno;-4008.71;
2016;30.3.2016;UCT;970005;2800;4324;5162;;Neurčeno;4008.71;
2016;30.3.2016;UCT;970005;2400;6171;5161;;Neurčeno;-2166.6;
2016;30.3.2016;UCT;970005;2800;4324;5161;;Neurčeno;2166.6;
2016;30.3.2016;UCT;970005;2030;6171;5011;;Neurčeno;-12500;
2016;30.3.2016;UCT;970005;3400;6171;5499;;Neurčeno;12500;
2016;4.4.2016;UCT;310038;2030;6171;5011;;Neurčeno;-828566;
2016;6.4.2016;UCT;310064;2500;6330;5348;;Neurčeno;30000;
2016;12.4.2016;UCT;310099;2030;3612;5011;;Neurčeno;-914307;
2016;12.4.2016;UCT;310099;2030;3612;5424;;Neurčeno;-10312;
2016;12.4.2016;UCT;310099;2030;3612;5032;;Neurčeno;-82292;
2016;12.4.2016;UCT;310099;2030;3612;5031;;Neurčeno;-228584;
2016;12.4.2016;UCT;310099;2030;3612;5011;;Neurčeno;914307;
2016;12.4.2016;UCT;310099;2030;6171;5011;;Neurčeno;-914307;
2016;12.4.2016;UCT;310099;2030;3612;5424;;Neurčeno;10312;
2016;12.4.2016;UCT;310099;2030;6171;5424;;Neurčeno;-10312;
2016;12.4.2016;UCT;310099;2030;3612;5032;;Neurčeno;82292;
2016;12.4.2016;UCT;310099;2030;6171;5032;;Neurčeno;-82292;
2016;12.4.2016;UCT;310099;2030;3612;5031;;Neurčeno;228584;
2016;12.4.2016;UCT;310099;2030;6171;5031;;Neurčeno;-228584;
2016;13.4.2016;UCT;310107;2800;4351;5161;;Neurčeno;24;
2016;15.4.2016;UCT;310160;2500;6330;5348;;Neurčeno;9332;
2016;15.4.2016;UCT;310161;2500;6330;5348;;Neurčeno;665230;
2016;20.4.2016;UCT;310241;2500;6330;5348;;Neurčeno;50000;
2016;26.4.2016;UCT;310339;2800;4351;5161;;Neurčeno;24;
2016;20.4.2016;UCT;310365;2500;6330;5345;;Neurčeno;-15000000;
2016;14.4.2016;UCT;310368;2030;6171;5011;;Neurčeno;-439627;
2016;18.4.2016;UCT;310369;2030;6171;5011;;Neurčeno;-1314073;
2016;15.4.2016;UCT;310370;2030;6171;5011;;Neurčeno;-694926;
2016;29.4.2016;UCT;310419;2500;6330;5348;;Neurčeno;40000;
2016;29.4.2016;UCT;310420;2030;6171;5011;;Neurčeno;-843603;
2016;27.4.2016;UCT;310423;2400;6171;5137;;Neurčeno;-5391;
2016;5.4.2016;UCT;310424;2500;3612;5362;;Neurčeno;-132288;
2016;20.4.2016;UCT;310425;2500;6399;5362;;Neurčeno;-161660;
2016;15.4.2016;UCT;310434;2800;3632;5192;;Neurčeno;-1056;
2016;13.4.2016;UCT;310435;2400;6171;5169;;Neurčeno;-217;
2016;13.4.2016;UCT;310436;2400;6171;5161;;Neurčeno;-6437.2;
2016;13.4.2016;UCT;310437;2400;6171;5172;;Neurčeno;-7260;
2016;1.4.2016;UCT;320010;2500;6330;5345;;Neurčeno;8.33;
2016;4.4.2016;UCT;320020;2500;6310;5163;;Neurčeno;13.8;
2016;20.4.2016;UCT;320162;2500;6310;5163;;Neurčeno;25;
2016;21.4.2016;UCT;320172;2500;6310;5163;;Neurčeno;25;
2016;14.4.2016;UCT;320175;2500;6171;5182;;Neurčeno;-1000;
2016;12.4.2016;UCT;320176;2500;6171;5182;;Neurčeno;-500;
2016;12.4.2016;UCT;320176;2500;6171;5182;;Neurčeno;-2230;
2016;12.4.2016;UCT;320177;2500;6171;5182;;Neurčeno;-500;
2016;12.4.2016;UCT;320177;2500;6171;5182;;Neurčeno;-4200;
2016;25.4.2016;UCT;320207;2500;6310;5163;;Neurčeno;25;
2016;28.4.2016;UCT;320243;2500;6310;5163;;Neurčeno;25;
2016;29.4.2016;UCT;320258;2500;6310;5163;;Neurčeno;25;
2016;29.4.2016;UCT;320259;2500;6310;5163;;Neurčeno;25;
2016;21.4.2016;UCT;320261;2500;6171;5182;;Neurčeno;-500;
2016;5.4.2016;UCT;320262;2500;6171;5182;;Neurčeno;-1000;
2016;6.4.2016;UCT;320264;2500;6171;5182;;Neurčeno;-1000;
2016;21.4.2016;UCT;320268;2500;6171;5182;;Neurčeno;-500;
2016;21.4.2016;UCT;320268;2500;6171;5182;;Neurčeno;-4320;
2016;22.4.2016;UCT;320269;2500;6171;5182;;Neurčeno;-1000;
2016;29.4.2016;UCT;930005;2500;6409;5909;;Neurčeno;-360;
2016;18.4.2016;UCT;930007;2500;6171;5182;;Neurčeno;-1500;
2016;29.4.2016;UCT;930012;2030;4351;5032;;Neurčeno;-314423;
2016;29.4.2016;UCT;930012;2030;4351;5032;;Neurčeno;314423;
2016;14.4.2016;UCT;970001;2400;6171;5161;;Neurčeno;-2849.1;
2016;14.4.2016;UCT;970001;2800;4324;5161;;Neurčeno;2849.1;
2016;28.4.2016;UCT;970002;2400;6171;5162;;Neurčeno;-3754.32;
2016;28.4.2016;UCT;970002;2800;4351;5162;;Neurčeno;3754.32;
2016;28.4.2016;UCT;970002;2400;6171;5162;;Neurčeno;-2420;
2016;28.4.2016;UCT;970002;2800;4351;5162;;Neurčeno;2420;
2016;28.4.2016;UCT;970002;2400;6171;5162;;Neurčeno;-11230;
2016;28.4.2016;UCT;970002;2030;6171;5011;;Neurčeno;11230;
2016;28.4.2016;UCT;970002;3500;6171;5156;;Neurčeno;-3577;
2016;28.4.2016;UCT;970002;2800;4324;5156;;Neurčeno;3577;
2016;28.4.2016;UCT;970002;2400;6171;5162;;Neurčeno;-3756.54;
2016;28.4.2016;UCT;970002;2800;4324;5162;;Neurčeno;3756.54;
2016;28.4.2016;UCT;970002;2030;6171;5011;;Neurčeno;-15400;
2016;28.4.2016;UCT;970002;3400;6171;5499;;Neurčeno;15400;
2016;2.5.2016;UCT;310012;2800;4351;5161;;Neurčeno;48;
2016;6.5.2016;UCT;310051;2500;6330;5348;;Neurčeno;35000;
2016;11.5.2016;UCT;310081;2800;4351;5161;;Neurčeno;24;
2016;20.5.2016;UCT;310260;2500;6330;5348;;Neurčeno;30000;
2016;23.5.2016;UCT;310273;2800;4351;5161;;Neurčeno;24;
2016;5.5.2016;UCT;310295;2800;4351;5161;;Neurčeno;48;
2016;13.5.2016;UCT;310298;2500;6330;5348;;Neurčeno;333080;
2016;10.5.2016;UCT;310306;2030;6171;5011;;Neurčeno;-931995;
2016;10.5.2016;UCT;310306;2030;6171;5424;;Neurčeno;-6620;
2016;10.5.2016;UCT;310306;2030;6171;5032;;Neurčeno;-83994;
2016;10.5.2016;UCT;310306;2030;6171;5031;;Neurčeno;-233306;
2016;18.5.2016;UCT;310358;2030;6171;5011;;Neurčeno;-877031;
2016;18.5.2016;UCT;310359;2030;6171;5011;;Neurčeno;-716506;
2016;17.5.2016;UCT;310360;2030;6171;5011;;Neurčeno;-445545;
2016;19.5.2016;UCT;310361;2030;6171;5011;;Neurčeno;-1063267;
2016;25.5.2016;UCT;310363;2800;3632;5192;;Neurčeno;-1200;
2016;26.5.2016;UCT;310367;2500;3612;5362;;Neurčeno;-49284;
2016;30.5.2016;UCT;310399;2400;6171;5169;;Neurčeno;-646;
2016;20.5.2016;UCT;320166;2500;6310;5163;;Neurčeno;25;
2016;23.5.2016;UCT;320184;2500;6310;5163;;Neurčeno;25;
2016;24.5.2016;UCT;320202;2500;6171;5182;;Neurčeno;-100;
2016;10.5.2016;UCT;320203;2500;6171;5182;;Neurčeno;-500;
2016;10.5.2016;UCT;320203;2500;6171;5182;;Neurčeno;-29532;
2016;24.5.2016;UCT;320204;2500;6171;5182;;Neurčeno;-80;
2016;24.5.2016;UCT;320204;2500;6171;5182;;Neurčeno;-672;
2016;26.5.2016;UCT;320224;2500;6310;5163;;Neurčeno;25;
2016;26.5.2016;UCT;320225;2500;6171;5182;;Neurčeno;-1000;
2016;26.5.2016;UCT;320226;2500;6171;5182;;Neurčeno;-1000;
2016;26.5.2016;UCT;320227;2500;6171;5182;;Neurčeno;-1000;
2016;26.5.2016;UCT;320228;2500;6171;5182;;Neurčeno;-500;
2016;26.5.2016;UCT;320229;2500;6171;5182;;Neurčeno;-150;
2016;26.5.2016;UCT;320230;2500;6171;5182;;Neurčeno;-100;
2016;27.5.2016;UCT;320242;2500;6310;5163;;Neurčeno;25;
2016;31.5.2016;UCT;320264;2500;6310;5163;;Neurčeno;25;
2016;31.5.2016;UCT;320265;2500;6171;5182;;Neurčeno;-500;
2016;31.5.2016;UCT;320265;2500;6171;5182;;Neurčeno;-43800;
2016;1.5.2016;UCT;320001;2500;6330;5345;;Neurčeno;233.1;
2016;3.5.2016;UCT;320020;2500;6171;5182;;Neurčeno;-8280;
2016;4.5.2016;UCT;320031;2500;6171;5182;;Neurčeno;-500;
2016;17.5.2016;UCT;320128;2500;6171;5182;;Neurčeno;-11844;
2016;18.5.2016;UCT;320143;2500;6310;5163;;Neurčeno;25;
2016;2.5.2016;UCT;320094;2500;6310;5163;;Neurčeno;135.42;
2016;2.5.2016;UCT;320095;2500;6310;5163;;Neurčeno;186.56;
2016;19.5.2016;UCT;930003;2800;4324;5169;;Neurčeno;-957;
2016;19.5.2016;UCT;930003;2800;4351;5132;;Neurčeno;957;
2016;19.5.2016;UCT;930003;2800;4324;5169;;Neurčeno;-110;
2016;19.5.2016;UCT;930003;2800;4351;5132;;Neurčeno;110;
2016;31.5.2016;UCT;930007;2030;4351;5032;;Neurčeno;-166596;
2016;31.5.2016;UCT;930007;2030;4351;5032;;Neurčeno;166596;
2016;31.5.2016;UCT;930007;2030;4351;5424;;Neurčeno;-31208;
2016;31.5.2016;UCT;930007;2030;4351;5424;;Neurčeno;31208;
2016;31.5.2016;UCT;930007;2800;4351;5173;;Neurčeno;-1320;
2016;31.5.2016;UCT;930007;2800;4351;5173;;Neurčeno;1320;
2016;31.5.2016;UCT;930007;2800;4356;5139;;Neurčeno;-2023;
2016;31.5.2016;UCT;930007;2800;4356;5139;;Neurčeno;2023;
2016;31.5.2016;UCT;930007;3100;3745;5171;;Neurčeno;-29761.16;
2016;31.5.2016;UCT;930007;3100;3745;5171;;Neurčeno;29761.16;
2016;31.5.2016;UCT;930007;3400;6171;5499;;Neurčeno;13100;
2016;31.5.2016;UCT;930007;3400;6171;5499;;Neurčeno;-13100;
2016;31.5.2016;UCT;930007;3500;3612;6121;;Neurčeno;-10890;
2016;31.5.2016;UCT;930007;3500;3612;6121;;Neurčeno;10890;
2016;31.5.2016;UCT;930007;2800;4351;5132;;Neurčeno;-1067;
2016;31.5.2016;UCT;930007;2800;4324;5132;;Neurčeno;1067;
2016;27.5.2016;UCT;970001;2400;6171;5162;;Neurčeno;10826;
2016;27.5.2016;UCT;970001; ;6171;5011;;Neurčeno;-10826;
2016;27.5.2016;UCT;970001;3500;6171;5156;;Neurčeno;5844;
2016;27.5.2016;UCT;970001;2800;4324;5156;;Neurčeno;-5844;
2016;27.5.2016;UCT;970001;2400;6171;5161;;Neurčeno;1809.7;
2016;27.5.2016;UCT;970001;2800;4324;5161;;Neurčeno;-1809.7;
2016;27.5.2016;UCT;970001;2400;6171;5162;;Neurčeno;5339.71;
2016;27.5.2016;UCT;970001;2800;4324;5162;;Neurčeno;-5339.71;
2016;27.5.2016;UCT;970001;2400;6171;5162;;Neurčeno;2420;
2016;27.5.2016;UCT;970001;2800;4351;5162;;Neurčeno;-2420;
2016;27.5.2016;UCT;970001;2400;6171;5162;;Neurčeno;3613.81;
2016;27.5.2016;UCT;970001;2800;4351;5162;;Neurčeno;-3613.81;
2016;27.5.2016;UCT;970001;2030;6171;5011;;Neurčeno;13100;
2016;27.5.2016;UCT;970001;3400;6171;5499;;Neurčeno;-13100;
2016;3.6.2016;UCT;310051;2500;6330;5345;;Neurčeno;-10000000;
2016;3.6.2016;UCT;310074;2500;6330;5348;;Neurčeno;40000;
2016;13.6.2016;UCT;310142;2500;6330;5348;;Neurčeno;50000;
2016;15.6.2016;UCT;310215;2500;6330;5348;;Neurčeno;504560;
2016;10.6.2016;UCT;310216;2030;6171;5011;;Neurčeno;-962198;
2016;10.6.2016;UCT;310216;2030;6171;5032;;Neurčeno;-86782;
2016;10.6.2016;UCT;310216;2030;6171;5031;;Neurčeno;-241058;
2016;20.6.2016;UCT;310390;2030;6171;5011;;Neurčeno;-647838;
2016;17.6.2016;UCT;310391;2030;6171;5011;;Neurčeno;-767266;
2016;17.6.2016;UCT;310392;2030;6171;5011;;Neurčeno;-857773;
2016;21.6.2016;UCT;310393;2030;6171;5011;;Neurčeno;-1068448;
2016;7.6.2016;UCT;310405;2400;6171;5169;;Neurčeno;-3475;
2016;10.6.2016;UCT;310419;2500;6409;5909;;Neurčeno;8200;
2016;1.6.2016;UCT;320011;2500;6330;5345;;Neurčeno;40.17;
2016;2.6.2016;UCT;320016;2500;6310;5163;;Neurčeno;194.71;
2016;2.6.2016;UCT;320017;2500;6310;5163;;Neurčeno;900.71;
2016;16.6.2016;UCT;320141;2500;6171;5182;;Neurčeno;-500;
2016;20.6.2016;UCT;320167;2500;6310;5163;;Neurčeno;25;
2016;21.6.2016;UCT;320170;2500;6310;5163;;Neurčeno;25;
2016;21.6.2016;UCT;320171;2500;6171;5182;;Neurčeno;-100;
2016;21.6.2016;UCT;320171;2500;6171;5182;;Neurčeno;-288;
2016;6.6.2016;UCT;320173;2500;6171;5182;;Neurčeno;-14720;
2016;7.6.2016;UCT;320174;2500;6171;5182;;Neurčeno;-144;
2016;24.6.2016;UCT;320202;2500;6310;5163;;Neurčeno;25;
2016;24.6.2016;UCT;320203;2500;6171;5182;;Neurčeno;-1000;
2016;23.6.2016;UCT;320206;2500;6171;5182;;Neurčeno;-100;
2016;28.6.2016;UCT;320218;2500;6310;5163;;Neurčeno;25;
2016;30.6.2016;UCT;320249;2500;6310;5163;;Neurčeno;25;
2016;30.6.2016;UCT;320255;2500;6171;5182;;Neurčeno;-600;
2016;9.6.2016;UCT;320077;2500;6171;5182;;Neurčeno;-3000;
2016;30.6.2016;UCT;930012;3100;3745;5169;;Neurčeno;545;
2016;8.6.2016;UCT;970001;2400;6171;5137;;Neurčeno;-40213.2;
2016;8.6.2016;UCT;970001;2800;4324;5137;;Neurčeno;40213.2;
2016;10.6.2016;UCT;970002;3100;2212;5162;;Neurčeno;133.1;
2016;10.6.2016;UCT;970002;2400;6171;5162;;Neurčeno;-133.1;
2016;10.6.2016;UCT;970002;2000;6171;5166;;Neurčeno;2150;
2016;10.6.2016;UCT;970002;2400;6171;5169;;Neurčeno;-2150;
2016;14.6.2016;UCT;970003;2400;6171;5162;;Neurčeno;-10826;
2016;14.6.2016;UCT;970003; ;6171;5011;;Neurčeno;10826;
2016;14.6.2016;UCT;970003;3500;6171;5156;;Neurčeno;-5844;
2016;14.6.2016;UCT;970003;2800;4324;5156;;Neurčeno;5844;
2016;14.6.2016;UCT;970003;2400;6171;5161;;Neurčeno;-1809.7;
2016;14.6.2016;UCT;970003;2800;4324;5161;;Neurčeno;1809.7;
2016;14.6.2016;UCT;970003;2400;6171;5162;;Neurčeno;-5339.71;
2016;14.6.2016;UCT;970003;2800;4324;5162;;Neurčeno;5339.71;
2016;14.6.2016;UCT;970003;2400;6171;5162;;Neurčeno;-2420;
2016;14.6.2016;UCT;970003;2800;4351;5162;;Neurčeno;2420;
2016;14.6.2016;UCT;970003;2400;6171;5162;;Neurčeno;-3613.81;
2016;14.6.2016;UCT;970003;2800;4351;5162;;Neurčeno;3613.81;
2016;14.6.2016;UCT;970003;2030;6171;5011;;Neurčeno;-13100;
2016;14.6.2016;UCT;970003;3400;6171;5499;;Neurčeno;13100;
2016;14.6.2016;UCT;970004;2400;6171;5162;;Neurčeno;-10826;
2016;14.6.2016;UCT;970004; ;6171;5011;;Neurčeno;10826;
2016;14.6.2016;UCT;970004;2500;6171;5156;;Neurčeno;-5844;
2016;14.6.2016;UCT;970004;2800;4324;5156;;Neurčeno;5844;
2016;14.6.2016;UCT;970004;2400;6171;5161;;Neurčeno;-1809.7;
2016;14.6.2016;UCT;970004;2800;4324;5161;;Neurčeno;1809.7;
2016;14.6.2016;UCT;970004;2400;6171;5162;;Neurčeno;-5339.71;
2016;14.6.2016;UCT;970004;2800;4324;5162;;Neurčeno;5339.71;
2016;14.6.2016;UCT;970004;2400;6171;5162;;Neurčeno;-2420;
2016;14.6.2016;UCT;970004;2800;4351;5162;;Neurčeno;2420;
2016;14.6.2016;UCT;970004;2400;6171;5162;;Neurčeno;-3613.81;
2016;14.6.2016;UCT;970004;2800;4351;5162;;Neurčeno;3613.81;
2016;14.6.2016;UCT;970004;2030;6171;5011;;Neurčeno;-13100;
2016;14.6.2016;UCT;970004;3400;6171;5499;;Neurčeno;13100;
2016;20.6.2016;UCT;970005;2400;6171;5162;;Neurčeno;-4008.05;
2016;20.6.2016;UCT;970005;2800;4351;5162;;Neurčeno;4008.05;
2016;20.6.2016;UCT;970005;2400;6171;5162;;Neurčeno;-2420;
2016;20.6.2016;UCT;970005;2800;4351;5162;;Neurčeno;2420;
2016;28.6.2016;UCT;970008;2400;6171;5162;;Neurčeno;595.17;
2016;28.6.2016;UCT;970008;3100;2212;5162;;Neurčeno;-595.17;
2016;28.6.2016;UCT;970008;2400;6171;5161;;Neurčeno;2264.9;
2016;28.6.2016;UCT;970008;2800;4324;5161;;Neurčeno;-2264.9;
2016;28.6.2016;UCT;970008;2400;6171;5162;;Neurčeno;5857.86;
2016;28.6.2016;UCT;970008;2800;4324;5162;;Neurčeno;-5857.86;
2016;29.6.2016;UCT;970009;2030;6171;5011;;Neurčeno;-86976;
2016;29.6.2016;UCT;970009;2030;4324;5011;;Neurčeno;86976;
2016;29.6.2016;UCT;970009;2030;6171;5031;;Neurčeno;-21740;
2016;29.6.2016;UCT;970009;2030;4324;5031;;Neurčeno;21740;
